content,score,sentiment,polarity,textblob_sentiment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,clean_content,clean_vader_compound,clean_vader_neg,clean_vader_neu,clean_vader_pos,clean_textblob_sentiment,clean_textblob_polarity,clean_textblob_subject
change your bank,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,chang bank,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"This particular app is useless, crashing all the time, must wait for video officer for AGES. And after numerous attempts to get the video confimation completed, the officer MISSPELLED my fullname, which complicated the registration and prompted me to verify offline. Useless app, unprofessional online officer.",1,0,negative,"Sentiment(polarity=-0.2666666666666667, subjectivity=0.44666666666666666)",-0.266666667,0.446666667,-0.8555,0.198,0.802,0,particular useless crash time must wait video age attempt video prompt useless,-0.8074,0.48,0.52,0,"Sentiment(polarity=-0.2777777777777778, subjectivity=0.24444444444444446)",-0.277777778,0.244444444
"Daftarnya ribet, prosesnya panjang pindah pindah aplikasi",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Crash dan ga bisa login bbrp waktu, coba uninstall ternyata ga bisa diinstall lg, butut nih app.. Jgn suruh call CS krn gw udah datang ke cabang n gabisa...",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.088,0.912,0,crash login call,-0.4019,0.574,0.426,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Worst Apps how many time i do registration they say the system have trouble!!!,1,0,negative,"Sentiment(polarity=-0.296875, subjectivity=0.5666666666666667)",-0.296875,0.566666667,-0.826,0.39,0.61,0,worst mani time system,-0.6249,0.577,0.423,0,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1,1
"Udah masukin tanggal lahir sesuai ktp, dia bilang salah, kok sok tau?",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.3182,0,0.827,0.173,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"bank digital paling ruwet verifikasinya. saran: pilih bank lain saja lah, kalo gk bener2 terpaksa.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,bank digit pale bank lain kalo,0,0,1,0,"Sentiment(polarity=-0.21, subjectivity=0.18)",-0.21,0.18
Sesion time log out teruss. Bikin aps yg berguna donk,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,time,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Suddenly cannot login, even after I reinstalled the app I can't login with my credentials. This app sucks... Should just close my account and move to other bank",1,0,negative,"Sentiment(polarity=-0.14166666666666666, subjectivity=0.39166666666666666)",-0.141666667,0.391666667,-0.3612,0.085,0.915,0,login even login suck close account move bank,-0.4404,0.293,0.707,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"waktu proses verifikasi video call tiba tiba terputus sendiri sudah 3x seperti ini, gajelas banget",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,prose video call,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"JANGAN MAU BUKA BANK DANAMON !!! Kenapa? Mereka mengubah S&K tanpa persetujuan nasabah. Tiba tiba ngambilin duit nasabah. Setelah bertahun tahun pake danamon terus tiba tiba saldo tabungan di potong 50k katanya duit ngendap. Lah kan di awal buka bank nasabah milih buka danamon karna gak ada admin sama salfo ngendapnya. ð Hari ini 50k beberapa tahun lagi bukan gak mungkin ratusan ribu. Next, mereka ngebocorin data nasabah ke pihak asuransi. Berkali kali di telponin pihak asuransi yg yang MAKSA",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,bank duit potong duit bank next data kali yang,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
setiap bank tuh cari nasabah ....nah kalau call video ditolak harus kecabang ngapain ada fitur video,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.1027,0.085,0.915,0,bank call video video,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"23 Mei 2022 saya datang ke booth di salah satu mall. Saya ditawarkan dan dijelaskan terkait program deposito. Saya tertarik namun saya lupa membawa identitas jadi proses pendaftaran dan verifikasi saya lakukan di rumah. Kata CS yg bertugas di video call, verifikasi harus dilakukan di booth. Buat apa dong ada aplikasi yg notabene harusnya mempermudah malah bikin repot. Saya mau jadi nasabah dan nyetor dana lo. Lain halnya kalo mau pinjem duit, dipersulit ya okelah. Percuma ada aplikasi ini.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,saya booth mall saya program saya saya prose saya video call booth dong repot saya lain kalo duit,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"NOMER DEBIT YANG TERTERA DI APLIKASI BERBEDA DENGAN KARTU ATM, ALHASIL SAYA TIDAK BISA MELAKUKAN TRANSAKSI DEBIT ONLINE. SUDAH MENGHUBUNGI CSDANAMON TAPI GAK ADA RESPON DAN TIDAK DIBANTU, SAYA SEBAGAI NASABAH MERASA SANGAT KECEWA !!!",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,debit yang saya debit saya,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Tiga hari mendaftar gak bisa bisa juga, terlalu banyak persyaratan setelah semuanya dipenuhi tetap gak bisa!!! Saya gak sarankan buat teman teman yg diluar negeri mendaftar di Bank danamon",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,saya teman teman bank,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Very Bad GUI. Confusing app. why so many Danamon apps? Why not one access for all accounts? Why must use different app for credit card and savings account?,1,0,negative,"Sentiment(polarity=-0.17749999999999994, subjectivity=0.5916666666666667)",-0.1775,0.591666667,-0.5989,0.191,0.733,0.076,veri mani access account must differ credit card save account,0.7003,0,0.58,0.42,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Setoran awalnya berapa yaaÃ aa.....?,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Unable to do online registration/video call,1,0,negative,"Sentiment(polarity=-0.5, subjectivity=0.5)",-0.5,0.5,0,0,1,0,video call,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Saya tidak bisa melakukan registrasi account bank lewat apk danamon ini, bagaimana ini?",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,saya account bank,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Selalu timed out pas upload dokumen, apps sampah",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,time,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Tidak ada fitur cek mutasi per hari ini. Max h-1 saja. Jd kl mau cek uang masuk per hari ini musti liat dari saldo saja apa ada nambah atau tidak. Cs di playstore hanya menjawab solusi dgn bot jadi tidak nyambung, krn dijawab dgn clear cache, restart, dan update appsnya.",1,0,negative,"Sentiment(polarity=0.10000000000000002, subjectivity=0.3833333333333333)",0.1,0.383333333,0.3818,0,0.95,0.05,uang dari clear restart,0.3818,0,0.536,0.464,"Sentiment(polarity=0.10000000000000002, subjectivity=0.3833333333333333)",0.1,0.383333333
Pakai web aja aplikasinya g bisa buat verifikasi video call. Camera juga jelek padahal hp bagus,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,video call camera,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Registrasi ribet sudah foto KTP tapi mesti isi NIK. Dan registrasi kalau gagal gak bs cek apakah yg diisi mmg salah atau tidak.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Katamya regestrasi dapat 500rb tapi ga ada tuh pemberitahuan nya Hmmmm,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Nama ibu saya siapa? Boleh spil dong mas/mbak Danamon yang terhormat. Knp daftar 3x selalu salah input nama Ibu karna beda dgn data disdukcapil? Apa perlu saya kirim foto KK Ibu saya?,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.5822,0,0.891,0.109,saya dong yang input data saya saya,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Trash App. Always crash. Neobank is better than this.,1,0,negative,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,0.0516,0.214,0.556,0.23,trash alway crash better,0.0516,0.355,0.263,0.382,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
Dari siang sampai malam muter aja di halaman login nggak masuk2... Hadeeh,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,dari login,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Ribet banyak app cuma sekali pakai,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Sistem verifikasi paling jelek dari semua bank di indonesia. HARUSNYA KLO MAU VERIFIKASI YA VERIFIKASI AJA GAK USAH TANYA2 PENDAPATAN SAYA DAN PEKERJAAN SAYA APA AJA. UDAH TANYA2 OMSET PERUSAHAAN. UDAH TANYA2 MALAH KESANNYA GAK PERCAYA. AKHIRNYA GA JADI BIKIN LAH.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,pale dari bank saya saya,0,0,1,0,"Sentiment(polarity=-0.21, subjectivity=0.18)",-0.21,0.18
"Saya coba log in tidak bisa "" email tidak terdaftar."" , saya daftar "" email sudah di daftar. "" ini gimana sih",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,saya saya,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Aneh, ga sengaja salah input data regristrasi masa dsuruh ganti email&no Hp. Kn bisa verifikasi ulang. Ya batal buat rekening",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,input data masa,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Tdk bisa register tanpa alasan.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Ribet, harus ke cabang lagi.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Aplikasi tdk user friendly,1,0,negative,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5,0.4939,0,0.484,0.516,user,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
waktu mau lanjut selalu error setelah upload photo KTP. uda puluhan kali dicoba tetap gitu aja,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.153,0.847,0,error photo kali,-0.4019,0.574,0.426,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Registrasi app perbankan paling lama dn selalu eror. Butut.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,pale lama,0,0,1,0,"Sentiment(polarity=-0.21, subjectivity=0.18)",-0.21,0.18
"Hp saya android versi 5.0.1 tapi tidak bisa instal d bank pro,not compatible",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,saya android bank,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"aplikasi yang sangat buruk, saya ngga pernah sekesal ini pakai aplikasi bank, ketika login diarahin ke webview urp yang salah, jadi ngga bisa diapa apain, niat ga sih maintainnya",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,yang saya bank login yang,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Error terus di tahap upload KTP,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.351,0.649,0,error,-0.4019,1,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
internet lancar dibilang ngga ada jaringan gimana sih,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Buka rekening ribet banget. Ga bisa-bisa, kata call centre tetap harus ke cabang terdekat.ð Nabung di Bank lain saja deh.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,call bank lain,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Aplikasinya susah digunakan dan berbelit,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Daftar payah , katanya nama ibu kandung kosong , padahal di kk ada, sepertinya data dukcapilnya yg tidak uptodate",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.3612,0,0.878,0.122,kosong data,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
SO BAD... Pas Login Minta update tapi pas di Update ga bisa bisa...,1,0,negative,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.7,0.666666667,-0.7398,0.305,0.695,0,login,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"ketika registrasi bilangnya email sudah terdaftar, pas login bilangnya email belum terdaftar. hadehhh",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,login,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Masa mau registrasi klo tiap ada yg salah hrs ulang gnti email sm no hp...... susah bgt lngsung males buka rekening,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.296,0.099,0.901,0,masa male,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1
"I have registered until final step and chosen Verification Video Call, but the Apps keep Crash. I have reinstalled and my internet connection is very stable on 50 Mbps, but it still can not work. I tried to access the link from email, but it says ""My device is not supporting for this video call"", it is strange because I use Note 10+ and Google Chrome.. I called CS but no solution.. I have registered for Jenius, TMRW, all smooth, nothing like this.",1,0,negative,"Sentiment(polarity=0.085, subjectivity=0.44000000000000006)",0.085,0.44,-0.8666,0.148,0.817,0.034,final step chosen video call keep crash connect veri still work tri access link say support video call strang note chrome call smooth like,0.3612,0.093,0.727,0.18,"Sentiment(polarity=0.2, subjectivity=0.75)",0.2,0.75
"Untuk buka rdl investree,kepaksa daftar deh...udah ganti email 3 kali dianggap terdaftar 1x,error 2x,dan baru sampai tahap isi ktp.parah emang aplikasinya itu investreenya bakal ditinggalin nasabah nih",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,kali error baru parah bakal,-0.4019,0.403,0.597,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Niat registrasi buat RDL Investree, udah sampe tahap alamat kantor, di next malah balik ke menu awal 2x. Please fix!",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.3802,0,0.88,0.12,samp next menu,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Error tidak bisa melanjutkan...wtf!!! Coba 2x regist tetep error. App sampah!!!,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.7627,0.422,0.578,0,error error,-0.6597,1,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"November 2018 saya pertama x coba registrasi n gagal di bagian foto identitas krn app ambil gbr ngeblur.Update maret 2019 registrasinya bisa diulangi krn msh menyimpan data email calon nasabah yg blm selesai registrasi dan saya bisa selesaikan registrasi,tinggal datang ke cabang danamon scptnya utk aktivasi akun.Sampai bank,karyawan bingung utk aktivasi data saya sampe hrs telp k Danamon propinsi,begitu rek aktif,eh dcek malah saya dkasih 2 nomor rek berbeda 1 akun keliatan saat login ebanking.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,saya data saya bank data saya samp saya login,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Kalo keluhan proses registrasi sudah banyak, mbok ya dibenerin aplikasi dan manajemen registrasi onlinenya. Ini bank kaya kaga niat emang. Di cabang juga ngurus 1 nasabah buka rekening 1.5 jam ga kelar.. gampang dibikin ribet. Mau bersaing harus dirubah. Nasabah lari semua kalo kaya gini.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,kalo prose bank lari kalo,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Sudah video call tingga nunggu email. 3 hari gak ada email datang, katanya setelah video call langsung bisa aktivasi. Ini 3 hari loh, sudah email hellodanamon tapi tidak ada tanggapan.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,video call video call,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
CS always on another call.. Suppose to be queue for Video Call.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,alway call queue video call,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Cant even register.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,cant even,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Registrasi ""error silakan mencoba kembali""",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.403,0.597,0,error,-0.4019,1,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Tidak single app. Daftar dan transakai beda aplikasi. Daftar nya susah nya minta ampun. Ini mau nabung bukan mau minjem duit tapi ko proses nya panjang. Tidak seperti bank lain simple.,1,0,negative,"Sentiment(polarity=-0.03571428571428571, subjectivity=0.2857142857142857)",-0.035714286,0.285714286,0,0,1,0,duit prose bank lain,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Aps terburuk.. Petugas verifikasi nya paling buruk.. Sangat ga sopan, ga ngerti tentang produknya sendiri.. Parah.. Udah nunggu video call nya lama berjam2.. Pas verifikasi video call putus2 terus.. Proses verifikasi nya juga paling ribet dan ga praktis jauh bangeeet dari bank2 digital lain yg proses verifikasi nya simple banget.. Parah.. Parah.. Parah.. Sangat sangat sangat ga recommended ððð",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.17857142857142858)",0,0.178571429,0.2023,0,0.97,0.03,pale parah video call lama video call prose pale dari bank digit lain prose parah parah parah recommend,0.3612,0,0.872,0.128,"Sentiment(polarity=-0.21, subjectivity=0.18)",-0.21,0.18
"Cuma di bank ini aja yang bikin tabungan dengan foto ktp kabur ribet di bank lain kaya tmrw, bca bisa verifikasi online dengan sangat sangat mudah, di suruh ke cabang malah di tawari produk lain. Bank ANEH",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,bank yang bank lain lain bank,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Video call ga guna, ga ada petugasnya. Cuma buat gaya2an doank vcnya. Ke no csnya solusi 0, wkwkwk bener2 nih bank. Tlp cs cm disuruh nunggu wkwkwk. Kl bukan gara2 buat investree ga niat buka nih bank, banyak masalah dr awal",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.296,0.052,0.948,0,video call guna bank gara bank,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Registration process stuck at video call verification. I waited forever and still cannot go through any customer service officer,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.25,0.1,0.9,0,process stuck video call wait still custom,-0.25,0.25,0.75,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"No, very difficult to registration. Error message when continue regustration of address.",1,0,negative,"Sentiment(polarity=0.1923076923076923, subjectivity=0.7692307692307692)",0.192307692,0.769230769,-0.6697,0.355,0.645,0,veri difficult error address,-0.6369,0.722,0.278,0,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1
Pas mau verifikasi video call aplikasinya kembali ke layar sebelumnya terus. Koneksi internet sudah dicek dan baik baik saja. Respon developer selalu cek internet padahal bukan itu masalahnya,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,video call develop,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Tdk bisa melanjutkan pendaftaran karena tdk ada pilihan Provinsi sy,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"lucu ditolak hanya foto ktp kabur sedikit, di bank lain tidak ada masalah lancar jaya. gk banyak berbelit.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,bank lain,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Pada saat registrasi, input kode yang dikirim ke sms selalu gagal. something went wrong terus. coba registrasi ulang tidak bisa karena email dan nomor telp sudah terdaftarkan. coba ke log in something went wrong terus. hubungi call center ngga bisa diapa apain. email dan nomor telpon ngga bisa direset juga. trus harus gimana. saya hanya punya satu email dan nomor telepon. males buka rekening jadinya",1,0,negative,"Sentiment(polarity=-0.3666666666666667, subjectivity=0.6333333333333334)",-0.366666667,0.633333333,-0.7351,0.09,0.91,0,input yang went wrong went wrong call center saya male,-0.7351,0.437,0.563,0,"Sentiment(polarity=-0.275, subjectivity=0.5)",-0.275,0.5
"Mohon menunggu petugas kami sedang melayani nasabah lain, 30 menit tetap tidak ada petugas muncul. Ini disengaja?",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,lain,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Selalu bermasalah pada waktu proses verifikasi.. Di suruh menunggu CS merespon, berkali2 telepon menunggu lbih dr 10mnt ttp tdk terhubung, sekarang malah tidak bisa connect ke CS nya sama sekali.. Internet saya sangat stabil, saya bahkan bs nonton online.. Mohon diperbaiki..",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,prose connect saya saya,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Udah registrasi, gak bisa login",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,login,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
5 hari verifikasi via video call tidak terhubung juga. Seharusnya di beri daftar tunggu jadi bisa diketahui kapan waktunya. Seharusnya setelah diakusisi pelayanan semakin baik.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,video call,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Daftar pas coba transaksi mpin salah, pas coba reset ternyata bisa dan mpin saya bener, pas coba transaksi pakai mpin yg di reset ternyata di bilang salah lagi sampai di blokir, pas telp cs katanya ga bisa sampai kartu dateng galakny jg minta ampun, pas ke bank langsung buat reset ternyata ga bisa sampai debitnya sampai kerumah, kalo emng blm siap mending jngn buka pendaftaran online. Untung aja ada promo caskback pas nabung kalo udh di tarik semua ga bakalan nabung di bank dngn sistin kacau gni",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,reset saya reset bank reset kalo mend kalo bank,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Pelit buka rekening online. Mending jenius dan bca aj,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,mend,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Parah banget nih aplikasi, udah cape-cape foto, isi data, keluar terus dan harus buat dari awal lagi sampe 4 kali, kalo begini kapan selesai nya?!",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,parah cape cape data dari samp kali kalo,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Force close terus pada saat pendaftaran, kasus saya force close pada saat masukin NIK",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,close saya close,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
App bank koq gampang amat crash kasi promo tp kaya ga niat gt,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.1531,0.171,0.696,0.133,bank crash,-0.4019,0.73,0.27,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
App buruk,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Tidak bisa digunakan, dari awal daftar sampai saat ini status ""Pembukaan akun sedang diproses"".",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,dari,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Tidak bisa mencentang pada sesi 'syarat dan ketentuan' sehingga tidak dapat lanjut. Sudah di scroll atas bawah tetap tidak mau.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,scroll,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Ga bisa aktivasi kartu cuma dibilang kendala jaringan. Sudah berhari2 masa jaringan saya salah terus. X_X,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,masa saya,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Aplikasi crash saat ambil foto ktp, clear cache dan data tidak membantu. HP Android versi 10 (Android Q)",1,0,negative,"Sentiment(polarity=0.10000000000000002, subjectivity=0.3833333333333333)",0.1,0.383333333,-0.0258,0.127,0.751,0.122,crash clear data android android,-0.0258,0.325,0.361,0.313,"Sentiment(polarity=0.10000000000000002, subjectivity=0.3833333333333333)",0.1,0.383333333
"Sangat buruk. Upload selfie selalu eror, jaringan lancar masih jg error.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.213,0.787,0,error,-0.4019,1,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Not good, selalu crash saat mau verifikasi dengan video call, bukan masalah koneksi internet, tp appnya need fix the error",1,0,negative,"Sentiment(polarity=-0.35, subjectivity=0.6000000000000001)",-0.35,0.6,-0.4306,0.21,0.698,0.093,good crash video call need error,-0.3612,0.478,0.265,0.257,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6
"Ga bisa di buka, stop terus",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.296,0.306,0.694,0,stop,-0.296,1,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Error terus dan terus..,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.474,0.526,0,error,-0.4019,1,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
